tweets,judgements
Like...well last time you said ..but I thought you went...mannn never mind.,7
still SO damn expensive on stubhub!!!! When will it get cheapest? Sunday morning????,4
Im so independent and strong-willed but I know God calls me to subservient to my future husband.,8
"I seriously saw a tweet saying \""heat>Miami\"" like what does that even mean",6
Guys im still waiting for some one to send me a gift back on farmville...,7
"Yesterday is not ours to recover, but tomorrow is ours to win or lose.Lyndon Johnson",6
"Unless your name is \""Lovee\"",\""Bestfriend\"" ,or \""Brother\"" youre not on the list.",5
The hall of fame should be reserved for the BEST players of their time...Bosh is NOT that..,9
The episode when Rick sees Carl&Laurie again; makes me cry every single time.,9
My sister is complaining she has no money yet she has a grand in her account.....okayyyyy,8
ive been trying to figure this boys music out for the longest like........wtf,7
Mike Miller should be no where near the basketball-- Steven A. Smith voice,9
Happy Sweet Sunday to yall...Pray for peace and strength for all the refugees in the world!!,9
People never cease to amaze me. But its the ones that wanna be u that really kill me.......IJS...,1
Being let to go home early and dont need be in college Monday. Ahahhahahaha OH YEA.,6
"Watching one of my very favorite movies ever...\""Cry, the Beloved Country.\"" So powerful...",6
"Watching one of my very favorite movies ever...\""Cry, the Beloved Country.\"" So powerful...",9
"I need your love, I need your time. When everythings wrong, you make it right.",7
"If we all threw our problems in a pile and saw everyone elses,wed grab ours back.",7
"If you believe that everythings alright, you wont be all alone tonight",8
God is my Dj..Life is the dancefloor..I am the music...love is the rhythm. .I get what I give,7
Having a sickness bug is the worst ever!!!especially when you need to gut your room!!,6
"One day,she will thank me for being so so so so so so so so so patient.lol",6
Lesson of the month:Singapore should build a huge fan in case theres another haze next year.,5
What girl was ACTUALLY laying non-disgusted eyes on this Skullfxcked guy,3
Too lazy for everythiiiiing. Thank God for Manila Day. Will finish them all tomorrow. Goodnight!,9
Like the government care about my tweets/text if they do they need to get real jobs,9
When you are honest with yourself you will be surrounded by positivity.,9
Excuses are the easiest things to manufacture- and the hardest things to sell.,9
"Hello twitterverse! \""I am prepared to go anywhere, provided it be forward\"" Edmund Hillary",4
The trouble with Socialism is it would take too many Tweets.with apologies to Oscar Wilde,9
A personalized phone call includes where you met them and what you spoke about.,5
"north is such a stupid name, why do celebritys feel the need to name their children strange things",9
People who purposely get up early to do building/welding work should be punished.,7
"Gets me sad how everythings changing, nothing is/feels the same anymore.",8
Every time I make a cheat sheet for a math midterm/final I never use it,8
Every time I make a cheat sheet for a math midterm/final I never use it,8
You know what hurts????When the one who cheated on you on exams got higher scores!!!!,8
"May all your dreams come true, even the ones they laughed at :]-singerhara",9
"May all your dreams come true, even the ones they laughed at :]-singerhara",7
Great works are performed not by strength but by perseverance.--Samuel Johnson,9
"I need your love, I need your time. When everythings wrong, you make it right",7
"Love it when your looking forward to something, everythings so much better",9
Why cant men communicate?...smh. Who has time for guessing games? I know I dont.,9
I can never have too much sweaters/hoodies even if I live in a tropical country,8
"Bills to pay,debts to pay,food,warped tour ticket and just like that ......moneys gone",9
It differs...i think bout a few...its more like..how long am i gone stall her out,2
"Shes been giving us signs since the beginning; \""you get the best of both worlds\""=homo",7
"Shes been giving us signs since the beginning; \""you get the best of both worlds\""=homo",2
"Had a great time here in Tuscaloosa,cant wait to come back in the fall!",9
"The \""Bubble Butt\"" song makes me fear for the future of the human race.. #wtf",9
"@m_jns so in what context did you use \""in the interest of democracy\"" in the original tweet?",8
"@m_jns so in what context did you use \""in the interest of democracy\"" in the original tweet?",4
@_kyjr no? id not dare? and whats that growl? are you challenging me ryo?,3
Nothing more attractive then a woman with confidence! Shes gotta knows shes bad! #turnon,8
"I have an overwhelming feeling of peace in me today, dont know why, but Thank God for that!#",9
So there is no way to find Video Messages in one place.....Hello ,6
This fool left me home alone with the keys to the truck.I faded like hal@,6
"he did NOT say \""Lou and all his little things\"" but he DID sing \""and all HIS little things@",5
japanese boys speaking broken italian to their italian boyfriends............ ,9
Worst thing i did was try getting down  Station..Fucking Maniacs!!,8
My mom hasnt called the hostel at all today. Is she sick or something?,9
This morning is just not the yea and come to think of it I left my damn keys to my car at home smfh,5
"wish my hair would stay straight, looks so horrible being naturally curly ewww♬",9
It sounds like theyve been moving furniture upstairs for like an hour. I dont like this.,9
"did was walk in and order the mris but not help with insurance, and then walk out D:D:",3
"Kawhi is short for \""quiet wing player.\"" And hes quickly developing a very good all-around game.",7
Omg.my house all of sudden blackout.like seriously same scene like ghost story..,6
Why do we say things we cant take back andwhy do we miss what we never had.,9
Why do we say things we cant take back andwhy do we miss what we never had.,7
‘youre saying things at me and i dont know how to respond a novel by me,9
but literally every girl i know cries over boys i cry over a popstar do u see the difference here,9
Well Ive given up on trying to get Luca to drink a bottle! He hasnt had one for about a week now,9
"What a racist. Just cos Im Latino and say \""jess\"" instead of \""yes\"", back owf!",5
"Well, she hit them with her ten cent pistol and theyve never been the same",6
"Well, she hit them with her ten cent pistol and theyve never been the same",6
"I cut off my own ar, to escape dem and now, de fig[t alongside da HORDE?!",3
going out tomorrow but all i wanna do is just die(not literally) on my bed all day,7
I push people away when all I really want is someone to hug me and tell me itll be okay,6
"Can someone do a pop punk cover of Selena Gomezs \""come and get it\"" please",9
When people say they love my tweets people dont worry i love mine too i feel ya,3
Haha the guitar hero episode of south park... Special appearance by okami as well x),7
People are only interested if they notice these tweets. They dont truly care,9
Dear God The Only think I ask of you is to hold her when im not around When Im Much too Far away~,6
No one know how much I need a pet dog to be my best mate and to cuddle in bed :(:(,8
And I remember all those crazy thing you said You left them running through my head,9
I honestly dont understand. You werent just any old pal.. You were apart of my life. A huge part.,9
"Mannnn, Ill drink her dish water, her bath water, all kinds of water boy Ill drink her water",8
Can we have a girls day soon?:/ Im really not in a good place right now.,9
"Why say \""Im going to\"" or \""Im about to\"" when you could just easily say \""Im finna\""",2
You dont stop laughing because you grow old;- you grow old because you stop laughing.,9
Beyonce is perfect and I refuse to listen to anybody who tells me other wise,9
i bet obamas watched pretty little liars at least once.just out of curiosity...,9
i bet obamas watched pretty little liars at least once.just out of curiosity...,7
Bobbys having a bonfire on the beach tonight. Anyone can come and bring anyone you want.,8
I always wonder if tweets are about me. My curiosity gets the best of me.,8
Dont reply to my tweets if you dont like the answer Im going to give you,8
letting go of somebody you really love,8
"the new Mileys video is really good, you can see that she is more mature than before",7
"I just want a kind, happy, musical, and athletic girl. Any idea who that could be?",9
Q :What happen when we get our hope high? A: someone will come and knock it down.,8
When the old heads recognize yo game>>> that means you doing something right,8
You dont seem to understand that I really could careless about what you think of me. =))),7
“You could name practically any problem in the hood and thered be a rap song for you.”,3
Breakfast with the chocolate given by a special person. Carve a smile on my face ^___^,8
Went she wants something she will say what say wants over and over until she gets it-.-,9
Direct message me and Ill take you on a date depending on how much I like you so get on it! :):),9
"Ugh, I have opinions that I want to share about things but my ability to write blogs has vanished.",9
Mannn ah want some burger king if u kno me u kno thats ma favorite spot them apple pies b hittin,6
"Our drama performance went alright, but i let it down by getting the blanket stuck on the stage:/",8
I have to wake up in an hour. Welcome to an angry day of Austin tweets.,9
"Hello Fear, before you sit down theres something I need to explain .....",9
"I wont tell u how much I dont like you, you can just see it through my face",8
"ts not every marriage dat starts with \""Will u marry me\""? some starts with \""I don get belle\""",9
"I wont tell u how much I dont like you, you can just see it through my face",9
"Girls boxing match, top of Sage. Lets do it, shake on it then move on with our lives.",8
"You could get it whenever you want though, all you gotta do is lemme know",9
Yall feel some type of way #RichHomieQuanFlow yall better stop sleeping on him,6
One of my favorite memories will be listening to #SiriusXM on the way to #EDC #sxmEDC #sxmElectro,5
Im Not Talking Either RT “@awesomeee_kay: @JosephIsDEAD im not even talking #js”,7
Me and @AlfredVee showed @ItzIzzyIced and @TheAlenco the business today #goingleague,9
"Forget miller time, Id rather choose #BoombaTime @Boomphones @RumbaTime",7
A wealthy man doesnt have to say hes rich. #proveit #nowant #simplyhave #itsobvious,9
@VanityGroup Follow the takeover @Nunuhunnybunch touching down #FortBeatsEntTakeover,1
Just crushed a container of blueberrys and cried while watching Cinderella lll... #whatislife,6
Just crushed a container of blueberrys and cried while watching Cinderella lll... #whatislife,8
@meg_bankroft #bananaramaonthepull Yeah Defo Do! You Can Arrange That One For Me Ha x,2
